Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,28,LAC,QB,5,0,8,2,0,2,0.3,0,0.0,0,,0,0,0,0,0,,0,,,0,0,,0,,,Geno Smith,SmitGe00
2020,30,SEA,QB,1,0,2,-2,0,-2,-1.0,0,0.0,0,,0,0,0,0,0,,0,,,0,0,,0,,,Geno Smith,SmitGe00
2021,31,SEA,QB,4,3,9,42,3,28,3.1,14,1.6,2,4.5,0,0,0,0,0,,0,,,0,0,,0,,,Geno Smith,SmitGe00
2022,32,SEA,QB,17,17,68,366,24,326,4.8,40,0.6,2,34.0,0,0,0,0,0,,0,,,0,0,,0,,"PB,AP MVP-9,AP CPoY-1",Geno Smith,SmitGe00
2023,33,SEA,QB,15,15,37,155,10,143,3.9,12,0.3,0,,1,1,-2,0,-8,-8.0,6,6.0,-8.0,0,0,0.0,0,79.2,PB,Geno Smith,SmitGe00
2024,34,SEA,QB,17,17,53,272,17,254,4.8,18,0.3,0,,0,0,0,0,0,,0,,,0,0,,0,,,Geno Smith,SmitGe00
2025,35,LVR,QB,15,15,41,109,13,57,1.4,52,1.3,2,20.5,0,0,0,0,0,,0,,,0,0,,0,,,Geno Smith,SmitGe00
