Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2013,23,NYJ,QB,16,16,94,86,79,76,78,81,63,80,73,,Geno Smith,SmitGe00
2014,24,NYJ,QB,14,13,93,92,87,87,89,89,83,94,85,,Geno Smith,SmitGe00
2021,31,SEA,QB,4,3,105,83,113,97,115,107,124,59,115,,Geno Smith,SmitGe00
2022,32,SEA,QB,17,17,110,104,113,108,124,111,108,93,117,"PB,AP MVP-9,AP CPoY-1",Geno Smith,SmitGe00
2023,33,SEA,QB,15,15,105,106,107,108,102,99,111,107,105,PB,Geno Smith,SmitGe00
2024,34,SEA,QB,17,17,108,104,102,99,122,92,93,93,104,,Geno Smith,SmitGe00
2025,35,LVR,QB,13,13,91,81,83,77,108,93,78,72,89,,Geno Smith,SmitGe00
