Season,Age,Team,Pos,G,GS,Cmp,Att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,Awards,Player,PlayerID
2021,22,CHI,QB,12,10,159,270,2641,9.8,1178,7.4,4.4,692,4.4,3,8,2,18,6.9,57,21.9,189,72.7,2.5,96,29,31,96,27.3,46,8.0,22,137,8,75,11,62,48,413,,Justin Fields,FielJu00
2022,23,CHI,QB,15,15,192,318,2900,9.1,1285,6.7,4.0,957,5.0,12,13,0,16,5.2,59,19.3,217,71.1,2.7,102,33,31,119,26.9,69,9.6,90,475,61,368,25,107,83,759,AP MVP-9,Justin Fields,FielJu00
2023,24,CHI,QB,13,13,227,370,2966,8.0,1338,5.9,3.6,1224,5.4,11,25,0,13,3.8,58,16.8,252,73.0,2.8,143,44,33,121,26.5,43,8.4,60,480,39,397,16,83,73,534,,Justin Fields,FielJu00
2024,25,PIT,QB,10,6,106,161,1235,7.7,586,5.5,3.6,520,4.9,3,8,1,7,4.6,24,15.8,114,75.0,2.5,48,11,16,43,22.2,17,6.3,14,49,7,20,7,29,44,229,,Justin Fields,FielJu00
2025,26,NYJ,QB,9,9,128,204,1385,6.8,673,5.3,3.3,586,4.6,9,8,2,11,5.7,25,12.9,150,77.3,2.6,59,14,28,69,26.5,29,8.6,17,73,12,57,3,16,34,238,,Justin Fields,FielJu00
