Season,Age,Team,Pos,G,GS,Y/A+,NY/A+,AY/A+,ANY/A+,Cmp%+,TD%+,Int%+,Sack%+,Rate+,Awards,Player,PlayerID
2021,22,CHI,QB,12,10,96,80,83,75,74,81,71,61,75,,Justin Fields,FielJu00
2022,23,CHI,QB,15,15,100,75,95,79,81,112,75,41,92,AP MVP-9,Justin Fields,FielJu00
2023,24,CHI,QB,13,13,98,89,98,91,85,103,97,73,95,,Justin Fields,FielJu00
2024,25,PIT,QB,10,6,96,89,104,98,104,86,131,85,104,,Justin Fields,FielJu00
2025,26,NYJ,QB,9,9,80,70,94,85,92,86,128,67,96,,Justin Fields,FielJu00
