Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2019,22,CHI,RB,16,8,242,889,50,496,2.0,393,1.6,28,8.6,35,25,185,7,29,1.2,156,6.2,2.7,6,4.2,2,5.7,0,93.2,,David Montgomery,MontDa01
2020,23,CHI,RB,15,14,247,1070,59,480,1.9,590,2.4,29,8.5,68,54,438,25,42,0.8,396,7.3,0.9,11,4.9,3,4.4,0,103.3,,David Montgomery,MontDa01
2021,24,CHI,RB,13,13,225,849,55,432,1.9,417,1.9,16,14.1,51,42,301,18,28,0.7,273,6.5,0.9,3,14.0,2,3.9,1,83.1,,David Montgomery,MontDa01
2022,25,CHI,RB,16,16,201,801,41,405,2.0,396,2.0,20,10.1,40,34,316,10,33,1.0,283,8.3,1.3,6,5.7,1,2.5,1,97.5,,David Montgomery,MontDa01
2023,26,DET,RB,14,14,219,1015,64,511,2.3,504,2.3,17,12.9,24,16,117,9,-32,-2.0,149,9.3,-0.8,3,5.3,2,8.3,1,60.6,,David Montgomery,MontDa01
2024,27,DET,RB,14,14,185,775,52,347,1.9,428,2.3,19,9.7,38,36,341,16,-24,-0.7,365,10.1,-0.5,11,3.3,0,0.0,0,104.1,,David Montgomery,MontDa01
2025,28,DET,RB,17,0,158,716,41,370,2.3,346,2.2,3,52.7,29,24,192,11,-7,-0.3,199,8.3,0.5,0,,0,0.0,0,94.3,,David Montgomery,MontDa01
