Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2016,22,LAR,QB,16,7,7,392,94%,0,0%,0,0%,Jared Goff,GoffJa00
2019,25,LAR,QB,16,16,16,1096,99%,0,0%,0,0%,Jared Goff,GoffJa00
2020,26,LAR,QB,16,15,15,1046,100%,0,0%,0,0%,Jared Goff,GoffJa00
2021,27,DET,QB,16,14,14,918,99%,0,0%,0,0%,Jared Goff,GoffJa00
2023,29,DET,QB,16,17,17,1175,100%,0,0%,0,0%,Jared Goff,GoffJa00
2025,31,DET,QB,16,14,14,872,98%,0,0%,0,0%,Jared Goff,GoffJa00
