Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,Rec_AirYds/R,Rec_YAC,Rec_YAC/R,Rec_aDOT,Rec_BrkTkl,Rec_BrkTkl/R,Rec_Drops,Rec_Drop%,Rec_Int,Rec_PassRtg,awards,Player,PlayerID
2018,23,JAX,RB,8,8,133,439,23,213,1.6,226,1.7,3,44.3,26,22,185,10,-28,-1.3,213,9.7,-0.5,0,,2,7.7,0,109.1,,Leonard Fournette,FourLe00
2019,24,JAX,RB,15,15,265,1152,55,360,1.4,792,3.0,16,16.6,100,76,522,23,-36,-0.5,558,7.3,0.1,8,9.5,6,6.0,1,83.0,,Leonard Fournette,FourLe00
2020,25,TAM,RB,13,3,97,367,21,169,1.7,198,2.0,0,,47,36,233,9,-2,-0.1,235,6.5,0.1,5,7.2,7,14.9,0,86.6,,Leonard Fournette,FourLe00
2021,26,TAM,RB,14,13,180,812,50,396,2.2,416,2.3,11,16.4,84,69,454,32,5,0.1,449,6.5,0.8,6,11.5,6,7.1,2,87.2,,Leonard Fournette,FourLe00
2022,27,TAM,RB,16,9,189,668,40,382,2.0,286,1.5,4,47.3,83,73,523,27,-40,-0.5,563,7.7,-0.6,13,5.6,4,4.8,0,105.0,,Leonard Fournette,FourLe00
2023,28,BUF,RB,2,0,12,40,2,20,1.7,20,1.7,0,,0,0,0,0,0,,0,,,0,,0,,0,,,Leonard Fournette,FourLe00
