Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2018,23,CLE,RB,16,9,192,996,8,47,47.9,92,5.2,62.3,12.0,29,20,149,7.5,2,5,41.4,24,1.3,9.3,69.0,5.1,212,5.4,1145,10,0,6,,Nick Chubb,ChubNi00
2019,24,CLE,RB,16,16,298,1494,8,62,43.6,88,5.0,93.4,18.6,49,36,278,7.7,0,13,42.9,32,2.3,17.4,73.5,5.7,334,5.3,1772,8,3,12,PB,Nick Chubb,ChubNi00
2020,25,CLE,RB,12,12,190,1067,12,56,51.6,59,5.6,88.9,15.8,18,16,150,9.4,0,6,61.1,26,1.3,12.5,88.9,8.3,206,5.9,1217,12,1,9,PB,Nick Chubb,ChubNi00
2021,26,CLE,RB,14,14,228,1259,8,61,49.1,70,5.5,89.9,16.3,25,20,174,8.7,1,9,52.0,40,1.4,12.4,80.0,7.0,248,5.8,1433,9,2,10,PB,Nick Chubb,ChubNi00
2022,27,CLE,RB,17,17,302,1525,12,69,50.0,41,5.0,89.7,17.8,37,27,239,8.9,1,12,51.4,26,1.6,14.1,73.0,6.5,329,5.4,1764,13,1,12,"PB,AP-2",Nick Chubb,ChubNi00
2023,28,CLE,RB,2,2,28,170,0,8,57.1,20,6.1,85.0,14.0,4,4,21,5.3,0,1,50.0,10,2.0,10.5,100.0,5.3,32,6.0,191,0,0,1,,Nick Chubb,ChubNi00
2024,29,CLE,RB,8,8,102,332,3,17,41.2,19,3.3,41.5,12.8,11,5,31,6.2,1,3,27.3,19,0.6,3.9,45.5,2.8,107,3.4,363,4,1,2,AP CPoY-8,Nick Chubb,ChubNi00
2025,30,HOU,RB,15,9,122,506,3,20,48.4,30,4.1,33.7,8.1,20,13,67,5.2,0,1,35.0,27,0.9,4.5,65.0,3.4,135,4.2,573,3,0,3,,Nick Chubb,ChubNi00
