Season,Age,Team,Lg,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,tackles_loss,QBHits,safety_md,awards,Player,PlayerID
2022,23,SFO,NFL,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,Jordan Mason,MasoJo00
2023,24,SFO,NFL,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,5,0,0,0,,Jordan Mason,MasoJo00
2024,25,SFO,NFL,RB,12,6,0,0,0,0,0,0,3,3,-2,0,0.0,0,0,0,0,0,0,,Jordan Mason,MasoJo00
2025,26,MIN,NFL,RB,14,4,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,Jordan Mason,MasoJo00
