model,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2,cv_rmse
linear,2.433477160995505,3.4804406623398165,0.9998875928198182,7.347124365112282,12.485248404083302,0.9976715226658781,6.25628264515773
gradient_boosting,0.9426706943040225,1.3743283106477524,0.9999824730409776,10.427665433559282,16.697147301934613,0.9958355064191878,24.12012231971874
lasso,3.56178235682762,7.234816499002051,0.9995142859948625,6.928901118403843,18.319452892293945,0.9949869430459156,7.451913158558078
random_forest,5.737985611510794,9.93144233042664,0.9990847278755013,12.889200000000006,19.11320130171814,0.9945431186913152,32.560862930691734
ridge,9.125471059897112,11.847780759583214,0.998697434402631,18.311377218196824,25.058728525505614,0.9906201541240256,18.99540963448488
elasticnet,30.895877697121367,43.542088166209496,0.9824068303253218,31.704666537504078,46.4468539497449,0.9677751989155553,48.841188621693014
knn,50.87913669064748,66.26254516758567,0.9592561736653149,67.552,85.5833722168039,0.890590148220774,98.27066060173819
