Model,Best Epoch,Train Loss,Val Loss,Loss Gap,Train MAE (sqrt),Val MAE (sqrt),MAE Gap (sqrt),Test MAE,Test RMSE,Test R2,Features
A) Original MLP (184 feat),19.0,1.4964951276779175,0.87287837266922,-0.6236167550086975,1.9646427631378174,1.982369065284729,0.01772630214691162,18.102898243262434,25.62467575018837,0.3079146264967435,184.0
B) Same arch (40 feat),27.0,1.5181092023849487,0.8778819441795349,-0.6402272582054138,1.9888542890548706,1.9925400018692017,0.0036857128143310547,18.194984890026593,25.23285150396664,0.3289180196121999,40.0
C) Improved MLP (40 feat),22.0,0.9666962623596191,0.8568122386932373,-0.10988402366638184,1.7875466346740723,1.9496139287948608,0.16206729412078857,17.910307924215555,25.491871548459187,0.31506973527809834,40.0
