model,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2,cv_rmse
gradient_boosting,22.190006480316576,30.821965516899045,0.9921375182030939,31.98050931402575,65.56204693606193,0.9473710149553164,48.620893846471844
lasso,37.470839358389874,70.08831116627725,0.9593434817783622,40.070462701133,69.05699787961396,0.9416104168815786,70.24938475082435
ridge,36.18249581556379,67.3761371895691,0.9624291336787733,39.65077291147974,69.06378899674175,0.9415989321658299,68.73470652192475
linear,36.18636102196391,67.36324095240197,0.9624435149256785,39.70953481601671,69.35147514366763,0.941111377944042,68.83278192931058
knn,44.41842186060792,66.49744155140874,0.963402715231398,48.042071197411005,69.72111342310828,0.9404819609503738,83.68947470120115
elasticnet,47.23120745138351,80.94531900780436,0.9457721394619689,48.50144639293337,74.84282982539476,0.9314163829475418,81.06710503784706
random_forest,11.964378262204484,21.557015006208392,0.9961539383572223,35.21702265372168,74.96856176906212,0.9311857557862738,57.27758472319418
