model,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2,cv_rmse
linear,39.08787205878217,52.311006370240456,0.9781803580576446,90.19303095169424,112.87210794971764,0.9197899061042203,300.3098658487053
lasso,48.37735187278248,59.666894046529855,0.9716124225680679,89.54352356550548,119.75253191916867,0.9097130126411463,104.15148135794168
ridge,46.85133467125234,58.789501524395845,0.9724411541920124,95.7932909838849,122.71248876641248,0.9051945548834373,125.10646722144892
gradient_boosting,1.7635420485069622,2.339895453220174,0.9999563429509896,119.69667738356873,169.33182406486688,0.819476840262634,149.09293044569475
elasticnet,73.76800148712157,93.19236432779721,0.9307496250047445,120.20144529172116,172.07578728046118,0.813578806731192,137.0391849953833
random_forest,39.327288135593214,56.12979756400579,0.974878334933798,126.04448275862067,176.59001341505987,0.8036693826443541,150.50207726619516
knn,136.47118644067794,175.93406507620202,0.7531908000457561,192.0206896551724,294.0014144934305,0.4558049427775036,219.1631216628106
