Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2012,24,PHI,RB,25,12,12,695,79%,0,0%,0,0%,LeSean McCoy,McCoLe01
2018,30,BUF,RB,25,14,13,490,53%,0,0%,0,0%,LeSean McCoy,McCoLe01
2019,31,KAN,RB,25,13,9,295,35%,0,0%,0,0%,LeSean McCoy,McCoLe01
2020,32,TAM,RB,25,10,0,116,17%,0,0%,0,0%,LeSean McCoy,McCoLe01
