Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Succ%,Rec_Lng,Rec/G,Rec_Y/G,Catch%,Rec_Y/Tgt,Touches,Y/Touch,Scrimmage_Yds,Rush_Rec_TD,Fmb,av,awards,Player,PlayerID
2022,22,LAR,RB,10,0,35,139,0,6,42.9,17,4.0,13.9,3.5,12,9,76,8.4,0,5,58.3,15,0.9,7.6,75.0,6.3,44,4.9,215,0,0,2,,Kyren Williams,WillKy02
2023,23,LAR,RB,12,11,228,1144,12,65,59.6,56,5.0,95.3,19.0,48,32,206,6.4,3,9,43.8,24,2.7,17.2,66.7,4.3,260,5.2,1350,15,3,10,"PB,AP-2",Kyren Williams,WillKy02
2024,24,LAR,RB,16,16,316,1299,14,92,50.9,30,4.1,81.2,19.8,40,34,182,5.4,2,7,45.0,26,2.1,11.4,85.0,4.6,350,4.2,1481,16,5,9,AP OPoY-11,Kyren Williams,WillKy02
2025,25,LAR,RB,17,17,259,1252,10,74,62.9,34,4.8,73.6,15.2,50,36,281,7.8,3,12,52.0,30,2.1,16.5,72.0,5.6,295,5.2,1533,13,2,12,,Kyren Williams,WillKy02
