Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2022,22,SEA,RB,9,15,11,575,,0,,0,,Kenneth Walker III,WalkKe00
2023,23,SEA,RB,9,15,15,502,,0,,0,,Kenneth Walker III,WalkKe00
2024,24,SEA,RB,9,11,11,469,,0,,0,,Kenneth Walker III,WalkKe00
2025,25,SEA,RB,9,14,14,408,,0,,0,,Kenneth Walker III,WalkKe00
