Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_1D,Rush_YBC,Rush_YBC/A,Rush_YAC,Rush_YAC/A,Rush_BrkTkl,Rush_BrkTkl/A,Tgt,Rec,Rec_Yds,Rec_1D,Rec_AirYds,rec_air_yds_per_rec,Rec_YAC,rec_yac_per_rec,rec_adot,Rec_BrkTkl,Rec_Drops,rec_drop_pct,Rec_Int,rec_pass_rating,Awards,Player,PlayerID
2018,30,MIN,QB,16,16,44,123,12,105,2.4,18,0.4,1,44.0,1,1,-1,0,-7,-7.0,6,6.0,-7.0,0,0,0.0,0,79.2,,Kirk Cousins,CousKi00
2019,31,MIN,QB,15,15,31,63,8,51,1.6,12,0.4,0,,1,0,0,0,0,,0,,12.0,0,0,0.0,0,39.6,PB,Kirk Cousins,CousKi00
2020,32,MIN,QB,16,16,32,156,16,141,4.4,15,0.5,1,32.0,0,0,0,0,0,,0,,,0,0,,0,,,Kirk Cousins,CousKi00
2021,33,MIN,QB,16,16,29,115,8,97,3.3,18,0.6,0,,0,0,0,0,0,,0,,,0,0,,0,,PB,Kirk Cousins,CousKi00
2022,34,MIN,QB,17,17,31,97,12,66,2.1,31,1.0,0,,0,0,0,0,0,,0,,,0,0,,0,,PB,Kirk Cousins,CousKi00
2023,35,MIN,QB,8,8,14,25,6,22,1.6,3,0.2,0,,0,0,0,0,0,,0,,,0,0,,0,,,Kirk Cousins,CousKi00
2024,36,ATL,QB,14,14,23,0,2,-8,-0.3,8,0.3,0,,0,0,0,0,0,,0,,,0,0,,0,,AP CPoY-13,Kirk Cousins,CousKi00
2025,37,ATL,QB,10,8,14,7,4,3,0.2,4,0.3,0,,0,0,0,0,0,,0,,,0,0,,0,,,Kirk Cousins,CousKi00
