Season,Age,Team,Pos,No.,G,GS,offense,Off%,defense,Def%,special_teams,ST%,Player,PlayerID
2022,23,BUF,RB,28,16,0,269,,0,,1,,James Cook,CookJa01
2023*,24,BUF,RB,4,17,13,634,,0,,0,,James Cook,CookJa01
2024*,25,BUF,RB,4,16,16,485,,0,,0,,James Cook,CookJa01
2025,26,BUF,RB,4,14,14,570,,0,,0,,James Cook,CookJa01
