game_id,receiver_player_id,receiver_player_name,passer_player_id,defteam,targets,receptions,receiving_yards,air_yards,yac,tds,epa,wpa,avg_depth,catch_rate,posteam,team_pass_attempts,team_air_yards,team_epa,air_yard_share,target_share,yards_per_target,def_targets_dev,def_receptions_dev,def_yards_dev,def_tds_dev,def_epa_dev,red_zone_targets,end_zone_targets,third_down_targets,fourth_down_targets,high_leverage_targets,qb_completions,qb_attempts,qb_air_yards,qb_cpoe,qb_comp_pct,avg_score_diff,avg_quarter,adot,yac_per_reception,td_rate,explosive_plays,first_downs,trailing_pct,leading_pct,wp_var,target_share_std,surface,is_dome,is_rain,is_snow,is_clear,temp_f,humidity_pct,wind_mph,success_rate,big_play_rate,reception_std,second_and_long_targets,third_and_medium_targets,avg_start_yardline,avg_target_depth_vs_qb,yards_Q1,yards_Q2,yards_Q3,yards_Q4,receptions_Q1,receptions_Q2,receptions_Q3,receptions_Q4,targets_Q1,targets_Q2,targets_Q3,targets_Q4,lost_yards_due_to_penalty,yards_wp_<25,yards_wp_25_45,yards_wp_45_55,yards_wp_55_75,yards_wp_>75,yards_wp_NA,receptions_wp_<25,receptions_wp_25_45,receptions_wp_45_55,receptions_wp_55_75,receptions_wp_>75,receptions_wp_NA,targets_wp_<25,targets_wp_25_45,targets_wp_45_55,targets_wp_55_75,targets_wp_>75,targets_wp_NA,home_team,away_team,pregame_spread,pregame_total
2018_01_ATL_PHI,00-0023564,D.Sproles,00-0029567,2,7.0,4.0,22.0,-3.0,22.0,0.0,-0.5681926220422564,-0.0304811596870427,-0.42857142857142855,0.5714285714285714,2,39.0,360.0,-1.9864646870716696,-0.008333333333333333,0.1794871794871795,3.142857142857143,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,1,0,3,0,0,19.0,34.0,8.147058823529411,-12.125191969030043,0.5588235294117647,4.142857142857143,2.4285714285714284,-0.42857142857142855,5.5,0.0,0.0,1.0,0.0,0.7142857142857143,0.0045517291295225125,0.04161436895698789,2,0,0,0,1,81.0,71.0,8.0,0.5714285714285714,0.0,2.6457513110645907,1.0,2.0,64.0,-8.57563025210084,0.0,7.0,0.0,15.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,13.0,6.0,3.0,0.0,0,0.0,2.0,1.0,1.0,0.0,0,0,3,3,1,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0026901,M.Wallace,00-0029567,2,3.0,0.0,0.0,109.0,0.0,0.0,-0.730578464223072,-0.1001531779766082,36.333333333333336,0.0,2,39.0,360.0,-1.9864646870716696,0.30277777777777776,0.07692307692307693,0.0,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,0,0,0,0,0,19.0,34.0,8.147058823529411,-12.125191969030043,0.5588235294117647,5.333333333333333,2.6666666666666665,36.333333333333336,0.0,0.0,0.0,0.0,0.0,1.0,2.5569641958431877e-05,0.006216323351090526,2,0,0,0,1,81.0,71.0,8.0,0.0,0.0,0.0,1.0,0.0,72.0,28.186274509803923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0027944,J.Jones,00-0026143,26,19.0,10.0,169.0,282.0,31.0,0.0,1.1281717132078546,-0.0835563093423835,14.842105263157896,0.5263157894736842,2,39.0,360.0,-1.9864646870716696,0.7833333333333333,0.48717948717948717,8.894736842105264,1.1406092934360288,1.1702740305677146,1.141898499324043,0.8482497872399793,1.2318801843390133,3,0,6,0,2,21.0,39.0,9.23076923076923,-6.5302032690781795,0.5384615384615384,6.631578947368421,2.8947368421052633,14.842105263157896,3.1,0.0,3.0,7.0,0.0,0.8947368421052632,0.017248686207387693,0.1388464841544563,2,0,0,0,1,81.0,71.0,8.0,0.5263157894736842,0.15789473684210525,10.867382389517726,2.0,0.0,52.63157894736842,5.611336032388666,43.0,35.0,10.0,81.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,7.0,0.0,54.0,9.0,83.0,23.0,0.0,0,2.0,1.0,4.0,3.0,0.0,0,2,6,5,6,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0029567,N.Foles,00-0031549,2,1.0,1.0,15.0,8.0,7.0,0.0,1.93148036871571,0.0824388861656189,8.0,1.0,2,39.0,360.0,-1.9864646870716696,0.022222222222222223,0.02564102564102564,15.0,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,0,0,1,0,0,1.0,1.0,8.0,37.3340785503387,1.0,3.0,3.0,8.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0020721077836968415,2,0,0,0,1,81.0,71.0,8.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0029632,M.Sanu,00-0026143,26,6.0,4.0,18.0,49.0,5.0,0.0,1.117666936130263,0.1541955471038821,8.166666666666666,0.6666666666666666,2,39.0,360.0,-1.9864646870716696,0.1361111111111111,0.15384615384615385,3.0,1.1406092934360288,1.1702740305677146,1.141898499324043,0.8482497872399793,1.2318801843390133,1,0,1,0,0,21.0,39.0,9.23076923076923,-6.5302032690781795,0.5384615384615384,6.0,2.6666666666666665,8.166666666666666,1.25,0.0,0.0,2.0,0.0,0.8333333333333334,0.020101056853848377,0.08174508653906037,2,0,0,0,1,81.0,71.0,8.0,0.5,0.0,6.658328118479393,3.0,0.0,41.333333333333336,-1.0641025641025632,0.0,8.0,5.0,5.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,15.0,8.0,-5.0,0.0,0,0.0,2.0,1.0,1.0,0.0,0,0,2,2,2,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0030061,Z.Ertz,00-0029567,2,10.0,5.0,48.0,78.0,16.0,0.0,-1.0644859326440836,-0.010821521282196205,7.8,0.5,2,39.0,360.0,-1.9864646870716696,0.21666666666666667,0.2564102564102564,4.8,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,1,0,5,0,0,19.0,34.0,8.147058823529411,-12.125191969030043,0.5588235294117647,4.8,2.8,7.8,3.2,0.0,0.0,1.0,0.0,0.9,0.012630880214447955,0.09227755400562074,2,0,0,0,1,81.0,71.0,8.0,0.5,0.0,5.029910535983717,0.0,1.0,57.6,-0.34705882352941125,0.0,25.0,23.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,20.0,10.0,18.0,0.0,0,0.0,3.0,1.0,1.0,0.0,0,0,5,1,4,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0031285,D.Freeman,00-0026143,26,5.0,3.0,14.0,-5.0,17.0,0.0,-3.298962889763056,-0.1531839370727539,-1.0,0.6,2,39.0,360.0,-1.9864646870716696,-0.013888888888888888,0.1282051282051282,2.8,1.1406092934360288,1.1702740305677146,1.141898499324043,0.8482497872399793,1.2318801843390133,1,0,3,0,0,21.0,39.0,9.23076923076923,-6.5302032690781795,0.5384615384615384,4.2,2.0,-1.0,5.666666666666667,0.0,0.0,0.0,0.0,0.6,0.0026252718019900696,0.046980651816002854,2,0,0,0,1,81.0,71.0,8.0,0.4,0.0,10.692676621563626,2.0,0.0,56.6,-10.23076923076923,-7.0,7.0,0.0,14.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.0,21.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0,0,0,2,3,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0031549,N.Agholor,00-0029567,2,10.0,8.0,33.0,49.0,6.0,0.0,-0.49456357175949606,-0.016760915517806906,4.9,0.8,2,39.0,360.0,-1.9864646870716696,0.1361111111111111,0.2564102564102564,3.3,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,0,0,2,0,0,19.0,34.0,8.147058823529411,-12.125191969030043,0.5588235294117647,2.2,2.3,4.9,0.75,0.0,0.0,3.0,0.0,0.5,0.0029435113378786892,0.08623644189340153,2,0,0,0,1,81.0,71.0,8.0,0.7,0.0,3.226563851175781,3.0,0.0,63.4,-3.2470588235294118,10.0,21.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,14.0,19.0,0.0,0.0,0,0.0,3.0,5.0,0.0,0.0,0,0,4,6,0,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0031763,D.Carter,00-0029567,2,1.0,1.0,10.0,6.0,4.0,0.0,0.820036510820501,0.0275057554244995,6.0,1.0,2,39.0,360.0,-1.9864646870716696,0.016666666666666666,0.02564102564102564,10.0,1.0720986702913322,1.112505726511028,1.0850114309538093,1.2596509340513693,1.2002187976187821,0,0,0,0,0,19.0,34.0,8.147058823529411,-12.125191969030043,0.5588235294117647,0.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0668382195606162,2,0,0,0,1,81.0,71.0,8.0,1.0,0.0,0.0,0.0,0.0,41.0,-2.1470588235294112,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,26,2,1.0,44.5
2018_01_ATL_PHI,00-0032058,T.Coleman,00-0026143,26,2.0,1.0,26.0,-19.0,35.0,0.0,2.281834379071371,0.0637462288141251,-9.5,0.5,2,39.0,360.0,-1.9864646870716696,-0.05277777777777778,0.05128205128205128,13.0,1.1406092934360288,1.1702740305677146,1.141898499324043,0.8482497872399793,1.2318801843390133,0,0,0,0,0,21.0,39.0,9.23076923076923,-6.5302032690781795,0.5384615384615384,6.0,2.5,-9.5,35.0,0.0,1.0,1.0,0.0,0.5,0.03056214529272696,0.053469475125855065,2,0,0,0,1,81.0,71.0,8.0,0.5,0.5,0.0,1.0,0.0,34.5,-18.73076923076923,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,26,2,1.0,44.5
