Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2012,27,MIA,RB,22,16,16,573,55%,0,0%,0,0%,Reggie Bush,BushRe00
2013,28,DET,RB,21,14,14,611,61%,0,0%,0,0%,Reggie Bush,BushRe00
2014,29,DET,RB,21,11,9,277,38%,0,0%,0,0%,Reggie Bush,BushRe00
2015,30,SFO,RB,23,5,1,47,16%,0,0%,6,5%,Reggie Bush,BushRe00
2016,31,BUF,RB,22,13,0,96,11%,0,0%,42,11%,Reggie Bush,BushRe00
