Season,Age,Team,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Succ%,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_A/G,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec/G,Rec_Y/G,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,Fmb,Awards,Player,PlayerID
2022,23,SFO,QB,9,5,22,13,1,5,27.3,13,0.6,1.4,2.4,0,0,0,0,0,0.0,0.0,22,0.6,13,1,0,AP ORoY-3,Brock Purdy,PurdBr00
2023,24,SFO,QB,16,16,39,144,2,15,53.8,17,3.7,9.0,2.4,0,0,0,0,0,0.0,0.0,39,3.7,144,2,6,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6",Brock Purdy,PurdBr00
2024,25,SFO,QB,15,15,66,323,5,33,63.6,16,4.9,21.5,4.4,0,0,0,0,0,0.0,0.0,66,4.9,323,5,7,,Brock Purdy,PurdBr00
2025,26,SFO,QB,9,9,33,147,3,16,57.6,26,4.5,16.3,3.7,0,0,0,0,0,0.0,0.0,33,4.5,147,3,3,,Brock Purdy,PurdBr00
