Season,Age,Team,Pos,No.,G,GS,Off_Snaps,Off%,Def_Snaps,Def%,ST_Snaps,ST%,Player,PlayerID
2023,23,GNB,TE,85,17,8,621,57%,0,0%,194,45%,Tucker Kraft,KrafTu00
2024,24,GNB,TE,85,17,17,925,85%,0,0%,130,29%,Tucker Kraft,KrafTu00
2025,25,GNB,TE,85,8,8,439,86%,0,0%,15,7%,Tucker Kraft,KrafTu00
